Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,ADHI.JK,CASS.JK,CMNP.JK,EXCL.JK,JKON.JK,JSMR.JK,PTPP.JK,SSIA.JK,TBIG.JK,TLKM.JK,ADHI.JK,CASS.JK,CMNP.JK,EXCL.JK,JKON.JK,JSMR.JK,PTPP.JK,SSIA.JK,TBIG.JK,TLKM.JK,ADHI.JK,CASS.JK,CMNP.JK,EXCL.JK,JKON.JK,JSMR.JK,PTPP.JK,SSIA.JK,TBIG.JK,TLKM.JK,ADHI.JK,CASS.JK,CMNP.JK,EXCL.JK,JKON.JK,JSMR.JK,PTPP.JK,SSIA.JK,TBIG.JK,TLKM.JK,ADHI.JK,CASS.JK,CMNP.JK,EXCL.JK,JKON.JK,JSMR.JK,PTPP.JK,SSIA.JK,TBIG.JK,TLKM.JK
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-02,1056.9984130859375,758.5706176757812,1834.6954345703125,4443.15771484375,472.4842529296875,4254.07470703125,995.3187255859375,499.8195495605469,952.7692260742188,1443.066650390625,1077.589296865255,758.5706176757812,1994.867264967284,4529.432692416427,472.4842529296875,4321.599653420349,1003.6827539061458,516.7625851388705,952.7692260742188,1459.6536233836205,1036.40752930662,758.5706176757812,1834.6954345703125,4356.882737271073,446.23512776692706,4231.566538450027,970.226640625313,482.87651398222323,913.3985968975982,1426.4796773976293,1043.2710853366368,758.5706176757812,1951.184060566681,4486.294990091907,446.23512776692706,4276.582875612473,970.226640625313,482.87651398222323,929.1468485682464,1443.0666503906248,32472648,64500,652214,1231256,13000,3119789.0,11569472.0,16888500.0,7512500,44446000.0
2014-01-03,1029.543701171875,758.5706176757812,1791.01220703125,4486.29443359375,472.4842529296875,4164.04052734375,978.5906982421875,491.3480224609375,944.8951416015625,1409.8927001953125,1050.1345816659896,758.5706176757812,1834.6954108675006,4486.29443359375,472.4842529296875,4231.565904258137,986.9547268127948,499.81954008957433,960.6433939615886,1443.066646082261,1022.6800383922979,758.5706176757812,1776.4512200139254,4313.7444998521905,472.4842529296875,4141.532362135864,970.2266696715803,482.8765048323006,913.3986368815105,1393.3057272518383,1036.407363951452,758.5706176757812,1834.6954108675006,4356.882196825736,472.4842529296875,4231.565904258137,978.5906982421875,499.81954008957433,952.7692677815755,1409.8927001953125,27034367,31000,216835,3179774,13000,7417330.0,4254186.0,4300000.0,8992500,60001000.0
2014-01-06,1008.9530029296875,758.5706176757812,1820.134521484375,4464.7265625,463.7346496582031,4096.51513671875,953.49853515625,465.9334716796875,952.7692260742188,1383.353515625,1032.9757191529268,758.5706176757812,1820.134521484375,4486.295201138722,463.7346496582031,4164.040065498394,970.2265909400228,491.3480246803977,960.6433519095428,1443.066617018885,1002.0893389102945,758.5706176757812,1776.4513153049047,4356.882942230005,446.23522891638413,4096.51513671875,936.7705867922772,465.9334716796875,921.2727227329223,1370.08393753747,1022.6802231238373,758.5706176757812,1776.4513153049047,4443.157923861278,446.23522891638413,4164.040065498394,970.2265909400228,491.3480246803977,960.6433519095428,1443.066617018885,7103874,26300,108759,1775462,3100,5769781.0,2286539.0,12475700.0,10958500,81736300.0
2014-01-07,981.4985961914062,758.5706176757812,1820.134521484375,4486.29443359375,463.7346496582031,4006.48291015625,940.9524536132812,461.6976318359375,952.7692260742188,1373.4014892578125,1008.9531483822411,767.8214788669493,1820.134521484375,4486.29443359375,463.7346496582031,4096.5160210838885,953.4984404956815,478.64066419688936,956.7062889918808,1383.3536739625793,981.4985961914062,758.5706176757812,1779.3635128645833,4400.01946672297,463.7346496582031,3961.4661343697253,936.7704937924109,461.6976318359375,929.1468485682464,1366.7666994546348,1008.9531483822411,758.5706176757812,1793.9245006629767,4421.5881016715875,463.7346496582031,4096.5160210838885,936.7704937924109,465.9333899261755,944.8951002388947,1383.3536739625793,11391813,268400,61635,1381703,3100,6210811.0,3754857.0,12564500.0,6029500,73637100.0
2014-01-08,1012.3848266601562,777.0723266601562,1892.9398193359375,4400.01953125,463.7346496582031,4204.5556640625,957.680419921875,474.405029296875,976.3916015625,1393.3057861328125,1015.8166586417874,786.3231876918248,1892.9398193359375,4486.2944993860165,463.7346496582031,4222.562196223238,961.8623793592807,478.6407884870257,980.3286644720262,1393.3057861328125,978.0667225331152,758.5706045968192,1805.5734072223893,4378.4508959850755,463.7346496582031,4010.984121398472,924.2243147435113,457.4619925362723,944.8950982862902,1370.084023030599,988.3621106333735,758.5706045968192,1805.5734072223893,4486.2944993860165,463.7346496582031,4051.499259405497,924.2243147435113,465.93351091657365,944.8950982862902,1383.3536019461496,10259364,178500,28342,2244141,3100,13785911.0,5665795.0,12896600.0,16130000,84514500.0
2014-01-09,1008.9530029296875,767.8214721679688,1817.2222900390625,4378.45068359375,463.7346496582031,4200.0546875,961.862548828125,474.405029296875,976.3916015625,1383.353515625,1029.5438871432302,777.0723332784262,1881.2909993337432,4464.725647544712,463.7346496582031,4227.064489962798,974.4086441903754,491.3480660574777,984.2657273815523,1403.257882756295,995.2257827355377,767.8214721679688,1796.8367861092938,4378.45068359375,454.9849392872936,4155.03790941657,949.3165608856732,470.16927010672435,964.5804128339213,1383.353515625,995.2257827355377,777.0723332784262,1878.378801828368,4400.019317812416,454.9849392872936,4164.041176904169,953.498521059891,478.6407884870257,976.3916015624999,1393.3056991906476,13667396,204000,101759,899339,7000,5219194.0,12748356.0,22503000.0,15004000,71932000.0
2014-01-10,1067.2938232421875,767.8214721679688,1820.134521484375,4335.31396484375,481.2340393066406,4317.09765625,1024.5926513671875,495.583740234375,913.3987426757812,1423.162109375,1070.7256552508602,767.8214721679688,1863.8177276638453,4443.15757668719,481.2340393066406,4326.100922924509,1037.1387460925434,495.583740234375,976.391759412042,1429.7968977636947,1012.3848346373345,758.5706110575113,1799.7490171744791,4335.31396484375,446.2352000843395,4182.047774841578,961.8624999997876,474.4049479166667,858.2798530315531,1376.7185906541376,1012.3848346373345,758.5706110575113,1817.2223239246964,4443.15757668719,446.2352000843395,4200.054308190596,966.0445673815038,478.6407063802083,972.4546958660256,1383.3533790428323,40914146,229200,2824327,1853930,208100,12875784.0,36846505.0,20785700.0,32173500,95283500.0
2014-01-13,1146.2255859375,767.8214721679688,1887.1153564453125,4507.86328125,472.4842529296875,4456.6494140625,1099.8690185546875,571.827392578125,921.272705078125,1472.9232177734375,1156.520974638709,767.8214721679688,1895.8519487859799,4529.432344292684,472.4842529296875,4488.161289787341,1108.2330468192001,580.2989095052084,937.0209564469819,1486.192796311937,1077.5893736770631,758.5706110575113,1820.134450990443,4313.744703400162,446.23512776692706,4321.599525288422,1028.774832016232,499.8194986979167,897.6503280248397,1443.066666061814,1077.5893736770631,758.5706110575113,1820.134450990443,4378.451038375551,463.7345445421007,4321.599525288422,1032.956792438586,499.8194986979167,913.3985793936967,1446.3840606964388,63107093,625900,609018,1698312,12900,10897863.0,51513796.0,47893400.0,7095500,159876500.0
