Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,ATIC.JK,EMTK.JK,KIOS.JK,KREN.JK,LMAS.JK,MCAS.JK,MLPT.JK,MTDL.JK,PTSN.JK,SKYB.JK,ATIC.JK,EMTK.JK,KIOS.JK,KREN.JK,LMAS.JK,MCAS.JK,MLPT.JK,MTDL.JK,PTSN.JK,SKYB.JK,ATIC.JK,EMTK.JK,KIOS.JK,KREN.JK,LMAS.JK,MCAS.JK,MLPT.JK,MTDL.JK,PTSN.JK,SKYB.JK,ATIC.JK,EMTK.JK,KIOS.JK,KREN.JK,LMAS.JK,MCAS.JK,MLPT.JK,MTDL.JK,PTSN.JK,SKYB.JK,ATIC.JK,EMTK.JK,KIOS.JK,KREN.JK,LMAS.JK,MCAS.JK,MLPT.JK,MTDL.JK,PTSN.JK,SKYB.JK
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-02,,511.5848693847656,,74.9168701171875,51.0,,537.67578125,41.825748443603516,28.026060104370117,550.0,,511.5848693847656,,74.9168701171875,51.0,,537.67578125,43.29331856443171,28.026060104370117,550.0,,511.5848693847656,,74.9168701171875,51.0,,532.3522586633663,41.091963383189416,25.506864237128788,550.0,,511.5848693847656,,74.9168701171875,51.0,,537.67578125,43.29331856443171,27.081361428920903,550.0,,50000,,17650000,500,,9540000.0,434556,1113000,2500
2014-01-03,,511.5848693847656,,74.9168701171875,50.0,,521.7052001953125,42.55952835083008,27.71116065979004,550.0,,511.5848693847656,,74.9168701171875,50.0,,537.6757675482302,42.55952835083008,27.71116065979004,550.0,,511.5848693847656,,73.917978515625,50.0,,521.7052001953125,41.09195840769801,27.71116065979004,550.0,,511.5848693847656,,74.9168701171875,50.0,,537.6757675482302,41.82574337926404,27.71116065979004,550.0,,300000,,15897500,7500,,10462000.0,1798352,45000,2500
2014-01-06,,511.5848693847656,,74.31754302978516,51.0,,521.7052001953125,42.55952835083008,26.766460418701172,550.0,,511.5848693847656,,74.91687651773931,51.0,,532.3522450972577,42.55952835083008,27.396260716887564,550.0,,511.5848693847656,,74.11776011984125,51.0,,447.17588588169644,42.41277135651687,26.766460418701172,550.0,,511.5848693847656,,74.91687651773931,51.0,,532.3522450972577,42.41277135651687,27.396260716887564,550.0,,2000,,17537000,2600,,1300400.0,1334278,70500,2500
2014-01-07,,511.5848693847656,,74.11775970458984,51.0,,521.7052001953125,41.67898941040039,27.081361770629883,550.0,,511.5848693847656,,74.31754261341445,51.0,,527.028722646285,42.412774435231384,28.34096062107886,550.0,,506.9759966876056,,73.91798441670397,51.0,,495.0875879404496,41.53223240543419,26.136663083260586,550.0,,506.9759966876056,,74.31754261341445,51.0,,524.3669614207988,42.412774435231384,26.136663083260586,550.0,,190000,,16345500,100,,6278600.0,1113447,2700,2500
2014-01-08,,511.5848693847656,,74.11775970458984,50.0,,524.3670043945312,41.532230377197266,27.081361770629883,550.0,,511.5848693847656,,74.11775970458984,51.0,,524.3670043945312,41.82574437279583,27.711160294919495,550.0,,504.6715603390256,,74.11775970458984,50.0,,516.38172006365,41.532230377197266,26.7664616075502,550.0,,504.6715603390256,,74.11775970458984,51.0,,519.0434815072771,41.67898737499655,26.7664616075502,550.0,,574000,,15689000,34100,,10705600.0,9790360,139500,2500
2014-01-09,,509.28033447265625,,73.91798400878906,50.0,,527.0286865234375,41.09196090698242,26.451562881469727,550.0,,509.28033447265625,,73.91798400878906,50.0,,527.0286865234375,41.678988919939314,27.396261555807932,550.0,,509.28033447265625,,73.91798400878906,50.0,,521.7051644373422,41.09196090698242,26.451562881469727,550.0,,509.28033447265625,,73.91798400878906,50.0,,521.7051644373422,41.678988919939314,26.766461238335978,550.0,,311000,,17944000,34100,,18046500.0,4893813,90300,2500
2014-01-10,,509.28033447265625,,74.11775970458984,51.0,,532.352294921875,41.67898941040039,27.081361770629883,550.0,,509.28033447265625,,74.11775970458984,51.0,,532.352294921875,41.67898941040039,27.081361770629883,550.0,,506.97589857006506,,73.91798441670397,51.0,,527.0287719726563,41.091961390535594,26.7664616075502,550.0,,506.97589857006506,,73.91798441670397,51.0,,527.0287719726563,41.38547540046799,26.7664616075502,550.0,,227000,,15619500,25200,,20204000.0,430183,27000,2500
2014-01-13,,509.28033447265625,,74.9168701171875,50.0,,535.0140380859375,41.972503662109375,26.451562881469727,550.0,,509.28033447265625,,74.9168701171875,50.0,,535.0140380859375,42.11926066792095,26.451562881469727,550.0,,506.97589857006506,,74.31753668043763,50.0,,527.0287539354011,41.532232644674664,26.451562881469727,550.0,,506.97589857006506,,74.31753668043763,50.0,,532.3522767024253,41.532232644674664,26.451562881469727,550.0,,1000000,,22897000,157500,,13770200.0,731912,45900,2500
